 1.00000000e+00 0.00000000e-03 1.00000000e+00
 2.00000000e+00 1.10521969e-02 9.92683736e-01
 3.00000000e+00 2.44465206e-02 9.53461016e-01
 4.00000000e+00 3.24966344e-02 9.44262308e-01
 5.00000000e+00 3.80856143e-02 9.26416090e-01
 6.00000000e+00 3.94511572e-02 9.18139287e-01
 7.00000000e+00 4.34533112e-02 9.08162185e-01
 8.00000000e+00 4.93848092e-02 8.97321617e-01
 9.00000000e+00 5.92638614e-02 8.80221760e-01
 1.00000000e+01 6.63194202e-02 8.69330665e-01
 1.10000000e+01 9.14252885e-02 8.60536430e-01
 1.20000000e+01 9.78067149e-02 8.57717915e-01
 1.30000000e+01 1.11931215e-01 8.49375957e-01
 1.40000000e+01 1.17794787e-01 8.44404737e-01
 1.50000000e+01 1.19358698e-01 8.39090829e-01
 1.60000000e+01 1.21622348e-01 8.17178001e-01
 1.70000000e+01 1.23981883e-01 8.05683148e-01
 1.80000000e+01 1.25790182e-01 7.84896817e-01
 1.90000000e+01 1.36485462e-01 7.62469552e-01
 2.00000000e+01 1.44714506e-01 7.52636315e-01
 2.10000000e+01 1.47012323e-01 7.51301727e-01
 2.20000000e+01 1.50222060e-01 7.41827844e-01
 2.30000000e+01 1.68886341e-01 7.27472516e-01
 2.40000000e+01 1.71851902e-01 7.17446481e-01
 2.50000000e+01 1.78475430e-01 7.14572662e-01
 2.60000000e+01 1.81096855e-01 7.09972170e-01
 2.70000000e+01 2.08114861e-01 6.95717227e-01
 2.80000000e+01 2.41051111e-01 6.84896667e-01
 2.90000000e+01 2.41080884e-01 6.75383406e-01
 3.00000000e+01 2.48939639e-01 6.64769546e-01
 3.10000000e+01 2.74916751e-01 6.49774571e-01
 3.20000000e+01 3.01836510e-01 6.48335278e-01
 3.30000000e+01 3.16272383e-01 6.39917629e-01
 3.40000000e+01 3.40759654e-01 6.28896743e-01
 3.50000000e+01 3.55749964e-01 6.22423452e-01
 3.60000000e+01 3.60786079e-01 6.18843193e-01
 3.70000000e+01 3.69704726e-01 6.18394342e-01
 3.80000000e+01 3.71879209e-01 6.02547801e-01
 3.90000000e+01 3.72522263e-01 5.82344247e-01
 4.00000000e+01 3.78436628e-01 5.56223008e-01
 4.10000000e+01 3.95633498e-01 5.37937382e-01
 4.20000000e+01 4.15178191e-01 5.37300305e-01
 4.30000000e+01 4.19088499e-01 5.20042131e-01
 4.40000000e+01 4.22595813e-01 5.06935959e-01
 4.50000000e+01 4.30176286e-01 4.88239067e-01
 4.60000000e+01 4.46338961e-01 4.72738337e-01
 4.70000000e+01 4.51922242e-01 4.70189291e-01
 4.80000000e+01 4.60454472e-01 4.53504721e-01
 4.90000000e+01 4.61352594e-01 4.53364973e-01
 5.00000000e+01 4.68045199e-01 4.41013557e-01
 5.10000000e+01 4.73481496e-01 4.38635496e-01
 5.20000000e+01 4.85311662e-01 4.25152833e-01
 5.30000000e+01 4.89410934e-01 4.23687281e-01
 5.40000000e+01 5.07340064e-01 4.18788715e-01
 5.50000000e+01 5.16213422e-01 4.04951670e-01
 5.60000000e+01 5.20782909e-01 4.04050764e-01
 5.70000000e+01 5.32735663e-01 4.01664619e-01
 5.80000000e+01 5.57211520e-01 3.98778201e-01
 5.90000000e+01 5.60723375e-01 3.76412367e-01
 6.00000000e+01 5.83885627e-01 3.72145345e-01
 6.10000000e+01 6.00057140e-01 3.66739754e-01
 6.20000000e+01 6.14531802e-01 3.49863575e-01
 6.30000000e+01 6.23244639e-01 3.37016115e-01
 6.40000000e+01 6.43246603e-01 3.34119586e-01
 6.50000000e+01 6.55590203e-01 3.29188867e-01
 6.60000000e+01 6.60399889e-01 3.26308864e-01
 6.70000000e+01 6.78313420e-01 3.25780437e-01
 6.80000000e+01 6.87142447e-01 3.14983985e-01
 6.90000000e+01 6.91495336e-01 2.85080981e-01
 7.00000000e+01 6.93151382e-01 2.80006430e-01
 7.10000000e+01 7.09234098e-01 2.56604209e-01
 7.20000000e+01 7.17172000e-01 2.41455378e-01
 7.30000000e+01 7.37872522e-01 2.19821433e-01
 7.40000000e+01 7.46806704e-01 2.11225182e-01
 7.50000000e+01 7.56720616e-01 2.07082572e-01
 7.60000000e+01 7.63395366e-01 2.00102321e-01
 7.70000000e+01 7.69491698e-01 1.88096168e-01
 7.80000000e+01 7.73037182e-01 1.69084981e-01
 7.90000000e+01 7.85832841e-01 1.57961951e-01
 8.00000000e+01 7.86134976e-01 1.56274966e-01
 8.10000000e+01 8.02448407e-01 1.49316291e-01
 8.20000000e+01 8.20236312e-01 1.49240071e-01
 8.30000000e+01 8.28325070e-01 1.48427098e-01
 8.40000000e+01 8.39806407e-01 1.44389803e-01
 8.50000000e+01 8.62323365e-01 1.32632294e-01
 8.60000000e+01 8.62910081e-01 1.30896430e-01
 8.70000000e+01 8.76238736e-01 1.19230642e-01
 8.80000000e+01 8.94515304e-01 1.10394060e-01
 8.90000000e+01 9.09363119e-01 1.06099877e-01
 9.00000000e+01 9.25468413e-01 9.48643006e-02
 9.10000000e+01 9.53032433e-01 5.86754823e-02
 9.20000000e+01 9.53155277e-01 5.14115754e-02
 9.30000000e+01 9.68852242e-01 4.51527159e-02
 9.40000000e+01 9.70000994e-01 4.08366413e-02
 9.50000000e+01 9.73229103e-01 3.92044327e-02
 9.60000000e+01 9.79857508e-01 2.74985516e-02
 9.70000000e+01 9.84997691e-01 1.83707010e-02
 9.80000000e+01 9.92360763e-01 1.78553519e-02
 9.90000000e+01 9.95729298e-01 1.39914841e-02
 1.00000000e+02 1.00000000e+00 0.00000000e+00
